long,lat,elevation,slope_005,slope_005_02,slope_02_05,slope_05_10,slope_10_15,slope_15_30,slope_30_45,slope_45,aspect_north,aspect_east,aspect_south,aspect_west,water_land,barren_land,urban_land,grass_land,forest_land,partial_cultivated_land,irrigated_land,cultivated_land,nutrient,rooting,oxygen,excess_salts,toxicity,workability,fips
-123.9,41.5,521,0.0002,0.0019,0.0061,0.0177,0.0279,0.2315,0.4391,0.2756,0.2385,0.2808,0.2395,0.2391,0.0,0.0,0.12969234585762,8.94221687316895,90.9106826782227,0.0,0.0174076501280069,0.0174076501280069,2,1,1,1,1,1,6015
-123.9,41.6,878,0.0001,0.0026,0.0131,0.0364,0.0454,0.2325,0.3699,0.3,0.2409,0.3121,0.2131,0.2312,0.0,0.0,0.0725999996066093,12.587456703186,87.3399429321289,0.0,0.0,0.0,2,1,1,1,1,1,6015
-123.9,41.7,693,0.0001,0.0006,0.0048,0.0157,0.0337,0.1871,0.3279,0.4301,0.2628,0.2381,0.1819,0.3165,0.0,0.0,0.0658999979496002,10.5823059082031,88.2577056884766,1.09408819675446,0.0,1.09408819675446,2,1,1,1,1,1,6015
-123.9,41.8,859,0.0,0.0008,0.0078,0.0357,0.06,0.2836,0.3752,0.2369,0.1843,0.2723,0.2422,0.3004,0.0,0.0,0.0626000016927719,8.949782371521,90.9876174926758,0.0,0.0,0.0,2,1,1,1,1,1,6015
-123.9,41.9,645,0.0,0.001,0.008,0.0325,0.0512,0.2474,0.3376,0.3223,0.2225,0.3105,0.2091,0.2569,0.0,0.0,0.030299998819828,10.4064321517944,88.5891647338867,0.974103093147278,0.0,0.974103093147278,2,1,1,1,1,1,6015
-123.8,39.4,102,0.0048,0.0711,0.2447,0.2664,0.0952,0.113,0.0236,0.0011,0.1916,0.0573,0.1235,0.3716,37.9883995056152,0.0,0.747099995613098,6.78139352798462,51.4287033081055,3.00031614303589,0.0540876910090446,3.05440378189087,2,1,1,1,1,1,6045
-123.8,39.7,143,0.0002,0.0009,0.0066,0.0179,0.0291,0.1478,0.1623,0.0368,0.1098,0.0559,0.0955,0.1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6045
-123.8,39.8,388,0.0004,0.0041,0.0179,0.0496,0.0735,0.3936,0.3632,0.0977,0.2155,0.2416,0.2231,0.3153,25.9947986602783,0.0,0.0459999963641167,6.53673219680786,66.4507064819336,0.971762895584106,0.0,0.971762895584106,2,1,1,1,1,1,6045
-123.8,39.9,392,0.0001,0.002,0.008,0.0306,0.0457,0.2868,0.5099,0.1169,0.2241,0.2534,0.2338,0.2866,0.0,0.0,0.0872000008821487,8.94758224487305,90.965217590332,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.8,40.0,353,0.0003,0.0033,0.0156,0.0412,0.0627,0.3931,0.4075,0.0763,0.2548,0.2355,0.2531,0.253,0.0,0.0,0.195599988102913,8.93787670135498,90.8665237426758,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.8,40.1,295,0.0002,0.0057,0.0219,0.051,0.0623,0.4039,0.3742,0.0808,0.28,0.2145,0.2134,0.2862,0.0,0.0,0.0965999960899353,8.94673538208008,90.9566650390625,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,40.2,262,0.0006,0.0092,0.0352,0.0654,0.0849,0.4753,0.298,0.0314,0.2185,0.18,0.3037,0.288,0.0,0.0,0.347699999809265,10.2494173049927,82.8147888183594,6.58809423446655,0.0,6.58809423446655,2,1,1,1,1,1,6023
-123.8,40.3,321,0.0006,0.0032,0.014,0.0404,0.0866,0.4873,0.2862,0.0817,0.236,0.2151,0.2938,0.2513,0.0,0.0,0.357099980115891,8.92341041564941,90.7194900512695,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,40.4,570,0.0,0.001,0.0057,0.0211,0.0487,0.4367,0.3653,0.1215,0.2149,0.2726,0.2353,0.2762,0.0,0.0,0.218103244900703,8.93536567687988,90.8410339355469,0.0,0.00549675291404128,0.00549675291404128,2,1,1,1,1,1,6023
-123.8,40.5,491,0.0003,0.0017,0.0054,0.0349,0.068,0.5773,0.2633,0.0491,0.2283,0.2346,0.2409,0.2942,0.0,0.0,0.0220999997109175,8.95340919494629,91.0244903564453,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,40.6,727,0.0002,0.0021,0.0173,0.0633,0.1114,0.6036,0.1782,0.0239,0.2149,0.2921,0.2564,0.2343,0.0,0.0,0.0709718987345695,10.1606388092041,89.7677612304688,0.0,0.000628094479907304,0.000628094479907304,2,1,1,1,1,1,6023
-123.8,40.7,647,0.0,0.0013,0.0094,0.0412,0.1011,0.5495,0.2115,0.086,0.2657,0.128,0.3166,0.2884,0.99589991569519,0.0,0.111199997365475,17.3509464263916,81.5419540405273,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,40.8,942,0.0008,0.0052,0.0257,0.0945,0.1251,0.4762,0.2161,0.0564,0.281,0.2222,0.1441,0.3467,0.0,0.0,0.0,10.9065322875977,86.9476013183594,2.14586591720581,0.0,2.14586591720581,2,1,1,1,1,1,6023
-123.8,40.9,681,0.0001,0.0025,0.0124,0.0449,0.0741,0.4256,0.3793,0.0611,0.2253,0.2534,0.1632,0.3555,0.0,0.0,0.0548999980092049,8.95047092437744,90.99462890625,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,41.0,779,0.0,0.001,0.0065,0.0195,0.0315,0.3729,0.4384,0.1302,0.1622,0.2044,0.2533,0.3791,0.0,0.0,0.095100000500679,8.94686889648438,90.9580307006836,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,41.1,855,0.0,0.0003,0.0056,0.0189,0.0309,0.3182,0.3719,0.2542,0.2086,0.3601,0.1417,0.2893,0.0,0.0,0.0350999981164932,8.95224285125732,91.0126571655273,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,41.2,594,0.0,0.0018,0.0065,0.0254,0.0514,0.3478,0.4334,0.1337,0.2194,0.3885,0.1624,0.2279,0.0,0.0,0.0702775791287422,8.94906044006348,90.9802398681641,0.0,0.00042241919436492,0.00042241919436492,2,1,1,1,1,1,6023
-123.8,41.3,686,0.0002,0.0011,0.0072,0.0272,0.0526,0.4717,0.3303,0.1097,0.1615,0.1519,0.3366,0.3487,0.0,0.0,0.208182543516159,8.93655776977539,90.853141784668,0.0,0.00211746711283922,0.00211746711283922,2,1,1,1,1,1,6023
-123.8,41.4,1012,0.0001,0.0017,0.0087,0.0341,0.0741,0.3697,0.3876,0.124,0.18,0.1636,0.2237,0.4309,0.0,0.0,0.144899994134903,8.94241046905518,90.9126892089844,0.0,0.0,0.0,2,1,1,1,1,1,6023
-123.8,41.5,621,0.0,0.0012,0.0045,0.0189,0.0397,0.2415,0.3654,0.3288,0.326,0.1682,0.1877,0.3169,0.0,0.0,0.1087931022048,9.67145156860352,89.7291488647461,0.486573398113251,0.0040334789082408,0.490606874227524,2,1,1,1,1,1,6015
-123.8,41.6,1065,0.0,0.0003,0.003,0.0137,0.0292,0.2316,0.3674,0.3548,0.1512,0.2096,0.3071,0.3318,0.0,0.0,0.0283999983221292,8.95284652709961,91.0187530517578,0.0,0.0,0.0,2,1,1,1,1,1,6015
-123.8,41.7,897,0.0,0.0007,0.0028,0.0128,0.0246,0.1967,0.3505,0.4119,0.3313,0.2415,0.1343,0.2922,0.0,0.0,0.0254999995231628,8.95310688018799,91.0213928222656,0.0,0.0,0.0,2,1,1,1,1,1,6015
-123.8,41.8,971,0.0,0.0008,0.0047,0.0152,0.0306,0.2069,0.3678,0.374,0.2986,0.1646,0.2256,0.3104,0.0,0.0,0.0352999977767467,9.31566429138184,90.4055099487305,0.243525773286819,0.0,0.243525773286819,2,1,1,1,1,1,6015
-123.8,41.9,558,0.0002,0.0016,0.0063,0.0221,0.038,0.2032,0.3824,0.3462,0.2345,0.2588,0.2467,0.2582,0.0,0.0,0.0394999980926514,9.13356781005859,90.7051696777344,0.12176288664341,0.0,0.12176288664341,2,1,1,1,1,1,6015
-123.7,39.1,350,0.0001,0.0031,0.0215,0.0673,0.0844,0.2941,0.3324,0.1971,0.2916,0.2058,0.2376,0.2618,0.0,0.0,0.0,10.0332565307617,89.5970916748047,0.107166647911072,0.262484788894653,0.369651436805725,2,1,1,1,1,1,6045
-123.7,39.2,247,0.0003,0.0058,0.0283,0.0655,0.0786,0.343,0.3593,0.1192,0.3001,0.2123,0.2539,0.2276,0.0,0.0,0.115499995648861,8.94504642486572,90.939453125,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.7,39.3,140,0.0008,0.0081,0.0329,0.0823,0.1089,0.469,0.2671,0.0309,0.255,0.2232,0.2736,0.2393,0.0,0.0,0.339100003242493,8.92502212524414,90.7358779907227,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.7,39.4,221,0.0003,0.0031,0.0223,0.0737,0.1072,0.4698,0.2667,0.0569,0.2735,0.179,0.2998,0.2443,0.0,0.0,0.365199983119965,8.92268753051758,90.7121124267578,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.7,39.5,258,0.0002,0.0025,0.0114,0.0386,0.0687,0.4014,0.3953,0.0819,0.2902,0.1921,0.2879,0.2271,0.0,0.0,0.139799997210503,8.94287204742432,90.9173278808594,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.7,39.6,280,0.0002,0.0017,0.0111,0.0345,0.0526,0.3635,0.4405,0.0959,0.3025,0.2019,0.2623,0.2314,0.0,0.0,0.0107000004500151,9.31787204742432,90.4279022216797,0.243525788187981,0.0,0.243525788187981,2,1,1,1,1,1,6045
-123.7,39.7,508,0.0004,0.005,0.0135,0.0409,0.0624,0.3552,0.4131,0.1095,0.2123,0.2004,0.3131,0.2688,0.0,0.0,0.0,8.95539093017578,91.0446090698242,0.0,0.0,0.0,2,1,1,1,1,1,6045
-123.7,39.8,600,0.0001,0.0008,0.0056,0.02,0.0272,0.2598,0.4367,0.2498,0.2486,0.2912,0.2172,0.2421,0.0,0.0,0.0524999983608723,8.9506893157959,90.9968109130859,0.0,0.0,0.0,2,1,1,1,1,1,6045
